name,all_reviews,popular_tags,genre,original_price,discount_price
DARK SOULS™: REMASTERED,"Mixed,(10,266),- 67% of the 10,266 user reviews for this game are positive.","Dark Fantasy,Difficult,Action RPG,Action,RPG,Atmospheric,Great Soundtrack,Souls-like,Adventure,Lore-Rich,Third Person,Replay Value,Story Rich,Exploration,Dark,Co-op,Character Customization,Multiplayer,Mature,Singleplayer",Action,$39.99,$27.99
Total War: WARHAMMER II,"Very Positive,(15,312),- 85% of the 15,312 user reviews for this game are positive.","Strategy,Fantasy,Turn-Based Strategy,RTS,Grand Strategy,War,Games Workshop,Multiplayer,Turn-Based,Singleplayer,Dark Fantasy,Action,Tactical,Co-op,Real Time Tactics,Atmospheric,Warhammer 40K,Story Rich,Dinosaurs,Great Soundtrack","Action,Strategy",$59.99,
Hell Let Loose,"Mostly Positive,(1,375),- 72% of the 1,375 user reviews for this game are positive.","Early Access,World War II,FPS,Action,Multiplayer,Simulation,Early Access,Strategy,Violent,Gore,Realistic,Indie,Shooter,Tanks,Historical,Massively Multiplayer,Military,War,Colorful,Casual","Action,Indie,Simulation,Strategy,Early Access",$29.99,
Black Desert Online,"Mixed,(14,413),- 64% of the 14,413 user reviews for this game are positive.","MMORPG,Massively Multiplayer,Open World,RPG,Fantasy,Character Customization,Adventure,PvP,Action,Multiplayer,Sandbox,Third Person,Nudity,Hack and Slash,Co-op,Fishing,Violent,Female Protagonist,Strategy,Simulation","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",$9.99,
Fallout 4: Game of the Year Edition,,,RPG,$59.99,$29.99
The Elder Scrolls V: Skyrim Special Edition,"Very Positive,(14,443),- 83% of the 14,443 user reviews for this game are positive.","Open World,RPG,Adventure,Singleplayer,Fantasy,Dragons,Character Customization,Moddable,Story Rich,Magic,First-Person,Atmospheric,Action,Great Soundtrack,Third Person,Stealth,Classic,Remake,Walking Simulator,Female Protagonist",RPG,$39.99,$23.99
Fallout 4,"Mostly Positive,(90,387),- 70% of the 90,387 user reviews for this game are positive.","Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual",RPG,$29.99,$14.99
Rust,"Very Positive,(206,811),- 80% of the 206,811 user reviews for this game are positive.","Survival,Crafting,Multiplayer,Open World,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Early Access,Co-op,Shooter,Indie,Online Co-Op,Post-apocalyptic,Simulation,Survival Horror","Action,Adventure,Indie,Massively Multiplayer,RPG",$34.99,
Grand Theft Auto V,"Mostly Positive,(407,706),- 70% of the 407,706 user reviews for this game are positive.","Open World,Action,Multiplayer,Third Person,First-Person,Crime,Shooter,Adventure,Third-Person Shooter,Singleplayer,Mature,Racing,Atmospheric,Co-op,Sandbox,Funny,Great Soundtrack,Comedy,Masterpiece,Moddable","Action,Adventure",$29.99,$35.18
Warframe,"Very Positive,(250,319),- 91% of the 250,319 user reviews for this game are positive.","Free to Play,Action,Co-op,Multiplayer,Third-Person Shooter,Sci-fi,Ninja,Shooter,Parkour,Space,Online Co-Op,Futuristic,Third Person,PvE,Massively Multiplayer,RPG,Hack and Slash,Singleplayer,FPS,Cyberpunk","Action,Free to Play",$19.99,$9.99
MORDHAU,"Mostly Positive,(18,127),- 73% of the 18,127 user reviews for this game are positive.","Medieval,Multiplayer,Swordplay,Gore,PvP,Violent,Action,First-Person,Character Customization,Hack and Slash,Realistic,Competitive,Battle Royale,Co-op,Historical,Third Person,FPS,Indie,Survival,Singleplayer","Action,Indie",$29.99,$39.88
The Witcher® 3: Wild Hunt,"Overwhelmingly Positive,(189,538),- 97% of the 189,538 user reviews for this game are positive.","Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Choices Matter,Masterpiece,Nudity,Great Soundtrack,Third Person,Action,Medieval,Multiple Endings,Action RPG,Dark Fantasy,Magic,Dark",RPG,$39.99,$11.99
Total War: THREE KINGDOMS,"Very Positive,(13,902),- 83% of the 13,902 user reviews for this game are positive.","Strategy,Historical,War,Turn-Based Strategy,Grand Strategy,RTS,Military,Tactical,Multiplayer,Singleplayer,Real Time Tactics,Great Soundtrack,Turn-Based,Co-op,Action,Simulation,Violent,Fantasy,Sandbox,Destruction","Action,Strategy",$59.99,
Rocket League®,"Very Positive,(188,275),*,- 91% of the 188,275 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","Multiplayer,Soccer,Competitive,Sports,Racing,Team-Based,Online Co-Op,Football,Fast-Paced,Co-op,Funny,Action,Great Soundtrack,Local Multiplayer,Split Screen,Local Co-Op,Singleplayer,Casual,4 Player Local,Indie","Action,Indie,Racing,Sports",$19.99,
FINAL FANTASY XIV Online,"Very Positive,(10,916),- 81% of the 10,916 user reviews for this game are positive.","MMORPG,Massively Multiplayer,RPG,Fantasy,Great Soundtrack,JRPG,Open World,Story Rich,Character Customization,Anime,Multiplayer,Adventure,Magic,Action,Atmospheric,Co-op,Action RPG,Singleplayer,Female Protagonist,Dating Sim","Massively Multiplayer,RPG",$19.99,$59.98
Borderlands 2,"Overwhelmingly Positive,(95,522),*,- 96% of the 95,522 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","FPS,Co-op,Loot,RPG,Action,Shooter,Open World,Funny,Multiplayer,Comedy,Online Co-Op,Adventure,Action RPG,Dark Humor,Memes,Sci-fi,Singleplayer,Futuristic,Stylized,Atmospheric","Action,RPG",$19.99,$4.99
DARK SOULS™ III,"Very Positive,(72,726),- 90% of the 72,726 user reviews for this game are positive.","Dark Fantasy,Difficult,RPG,Atmospheric,Lore-Rich,Third Person,Exploration,Story Rich,Co-op,Action RPG,PvP,Adventure,Great Soundtrack,Action,Open World,Multiplayer,Singleplayer,Replay Value,Character Customization,Horror",Action,$59.99,$14.99
Tom Clancy's Rainbow Six® Siege,"Very Positive,(248,689),- 81% of the 248,689 user reviews for this game are positive.","FPS,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Co-op,Competitive,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Psychological Horror,Massively Multiplayer,Singleplayer,Simulation,Casual",Action,$19.99,$53.95
The Witcher 3: Wild Hunt - Game of the Year Edition,,,RPG,$49.99,$14.99
Path of Exile,"Very Positive,(78,960),- 91% of the 78,960 user reviews for this game are positive.","Free to Play,Action RPG,Hack and Slash,RPG,Multiplayer,Massively Multiplayer,Loot,Action,Fantasy,MMORPG,Adventure,Dungeon Crawler,Online Co-Op,Indie,Dark Fantasy,Co-op,PvE,Character Customization,Inventory Management,Fishing","Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",Free to Play,
Dota 2,"Very Positive,(1,015,621),- 85% of the 1,015,621 user reviews for this game are positive.","Free to Play,MOBA,Multiplayer,Strategy,e-sports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,Fantasy,RPG,Character Customization,Replay Value,Action RPG,Simulation","Action,Free to Play,Strategy",Free to Play,$65.70
DARK SOULS III Deluxe Edition,,,Action,$84.98,$21.24
The Elder Scrolls® Online,"Mostly Positive,(36,796),- 76% of the 36,796 user reviews for this game are positive.","RPG,MMORPG,Open World,Massively Multiplayer,Fantasy,Multiplayer,Adventure,First-Person,Exploration,Story Rich,Third Person,Action,Magic,Co-op,Atmospheric,Great Soundtrack,Action RPG,Masterpiece,Singleplayer,Sandbox","Massively Multiplayer,RPG",$19.99,$9.99
Counter-Strike: Global Offensive,"Very Positive,(3,094,223),- 86% of the 3,094,223 user reviews for this game are positive.","FPS,Shooter,Multiplayer,Competitive,Action,Team-Based,e-sports,Tactical,First-Person,PvP,Online Co-Op,Co-op,Strategy,Military,War,Difficult,Trading,Fast-Paced,Realistic,Moddable","Action,Free to Play",Free to Play,$65.70
Borderlands: The Handsome Collection,,,"Action,RPG",$229.48,$6.02
S.T.A.L.K.E.R.: Shadow of Chernobyl,"Very Positive,(9,128),- 94% of the 9,128 user reviews for this game are positive.","Atmospheric,Post-apocalyptic,Open World,FPS,Survival,Masterpiece,Action,RPG,Survival Horror,Shooter,Horror,First-Person,Singleplayer,Classic,Based On A Novel,Moddable,Adventure,Sci-fi,Inventory Management,Difficult","Action,RPG",$19.99,
FNaF Franchise Bundle,,,"Indie,Simulation,Action,Strategy",,$29.55
Feed and Grow: Fish,"Mostly Positive,(1,844),- 70% of the 1,844 user reviews for this game are positive.","Early Access,Simulation,Early Access,Underwater,Multiplayer,Survival,Action,Indie,Open World,Singleplayer,Adventure,Colorful,Fishing,Funny,Co-op,Free to Play,Sandbox","Action,Indie,Simulation,Early Access",$14.99,
Plants vs. Zombies GOTY Edition,"Overwhelmingly Positive,(13,376),- 96% of the 13,376 user reviews for this game are positive.","Tower Defense,Zombies,Strategy,Singleplayer,Casual,Comedy,2D,Family Friendly,Funny,Great Soundtrack,Puzzle,Classic,Cute,Indie,Survival,Addictive,Tactical,Masterpiece,Touch-Friendly,Adventure",Strategy,$4.99,$46.00
Chivalry: Medieval Warfare,"Very Positive,(43,174),- 82% of the 43,174 user reviews for this game are positive.","Medieval,Multiplayer,Action,Gore,First-Person,Swordplay,Violent,PvP,Third Person,Indie,Competitive,Team-Based,Hack and Slash,FPS,Historical,Class-Based,Co-op,Atmospheric,Simulation,Difficult","Action,Indie",$24.99,$4.99
Day of Infamy,"Very Positive,(13,771),- 83% of the 13,771 user reviews for this game are positive.","World War II,FPS,Multiplayer,War,Realistic,Shooter,Military,Action,Tactical,Singleplayer,First-Person,Strategy,Historical,Co-op,Gore,Indie,Simulation,Online Co-Op,Open World,Early Access","Action,Indie,Strategy",$14.99,$3.74
Virtual Desktop,"Mixed,(1,032),- 69% of the 1,032 user reviews for this software are positive.","Utilities,VR",Utilities,$14.99,
Cold Waters,"Very Positive,(1,581),- 82% of the 1,581 user reviews for this game are positive.","Simulation,Naval,Strategy,Submarine,Cold War,Military,Indie,War,Open World,Singleplayer,Action,Tactical,Multiplayer,Realistic","Indie,Simulation,Strategy",$39.99,
Five Nights at Freddy's 3,"Very Positive,(5,017),- 87% of the 5,017 user reviews for this game are positive.","Horror,Singleplayer,Survival Horror,Robots,First-Person,Psychological Horror,Difficult,Survival,Indie,Strategy,Point & Click,Dark,Atmospheric,Mystery,Action,Simulation,3D Vision,Great Soundtrack,2D,Gore","Action,Indie,Simulation",$7.99,$29.55
Miscreated,"Mixed,(19,362),- 68% of the 19,362 user reviews for this game are positive.","Survival,Open World,Multiplayer,Zombies,Post-apocalyptic,Crafting,PvP,Massively Multiplayer,Action,Sandbox,Co-op,Early Access,FPS,First-Person,Horror,Simulation,Walking Simulator,Indie,Singleplayer,MMORPG","Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Strategy",$24.99,$33.23
Crawl,"Overwhelmingly Positive,(2,898),- 96% of the 2,898 user reviews for this game are positive.","Pixel Graphics,Dungeon Crawler,Local Multiplayer,4 Player Local,Indie,Rogue-like,Local Co-Op,Action,RPG,Multiplayer,Great Soundtrack,Lovecraftian,2D,Fantasy,Co-op,Singleplayer,Gore,Rogue-lite,Horror,Adventure","Action,Indie,RPG",$14.99,
Sword Art Online: Hollow Realization Deluxe Edition,"Mostly Positive,(2,674),- 78% of the 2,674 user reviews for this game are positive.","Anime,RPG,JRPG,Action,Multiplayer,Open World,MMORPG,Adventure,Singleplayer,Character Customization,Nudity,Casual,Sexual Content,Co-op,Hack and Slash,Massively Multiplayer,Visual Novel,Dating Sim,Memes,Mature","Action,Adventure,Casual,RPG",$49.99,
Alchemist's Awakening,"Mostly Positive,(181),- 71% of the 181 user reviews for this game are positive.","Indie,Action,Open World,Sandbox,Crafting,Survival,Fantasy,Magic,Early Access,First-Person,Multiplayer","Action,Indie",$9.99,
Imperator: Rome,"Mostly Negative,(8,049),- 37% of the 8,049 user reviews for this game are positive.","Strategy,Grand Strategy,Rome,Historical,Simulation,Singleplayer,Political,Management,Multiplayer,Economy,Politics,War,Early Access,Moddable,Choices Matter,Open World,Multiple Endings","Simulation,Strategy",$39.99,
The Wolf Among Us,"Overwhelmingly Positive,(17,445),- 97% of the 17,445 user reviews for this game are positive.","Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Comic Book,Singleplayer,Atmospheric,Choose Your Own Adventure,Mystery,Dark,Cinematic,Masterpiece,Fantasy,Quick-Time Events,Great Soundtrack,Nudity,Cartoony",Adventure,$14.99,
CHRONO TRIGGER®,"Mostly Positive,(1,410),- 74% of the 1,410 user reviews for this game are positive.","JRPG,RPG,Classic,Story Rich,Great Soundtrack,Time Travel,Singleplayer,Fantasy,Retro,Anime,Cult Classic,Sci-fi,Replay Value,2D,Turn-Based,Action,Multiple Endings,Pixel Graphics,Adventure,Masterpiece",RPG,$14.99,
Iron Marines,"Very Positive,(178),- 81% of the 178 user reviews for this game are positive.","Strategy,RTS,Indie,Sci-fi,Space,Singleplayer,2D,Cartoony,Casual,Action,Colorful,Comedy,Aliens,Beautiful,Military,Fantasy,War","Indie,Strategy",$14.99,$44.96
The Wizards - Enhanced Edition,"Very Positive,(192),- 85% of the 192 user reviews for this game are positive.","Action,Adventure,VR,Magic,Fantasy,Action-Adventure,First-Person,Violent,Dragons,Arcade,Action RPG,Singleplayer,Exploration,Atmospheric,Story Rich","Action,Adventure",$24.99,$59.47
Abandon Ship,"Mixed,(315),- 66% of the 315 user reviews for this game are positive.","Early Access,Pirates,Strategy,Naval,Adventure,Indie,Real-Time with Pause,Story Rich,Lovecraftian,Rogue-like,Singleplayer,Great Soundtrack,Exploration,Replay Value,Survival,Open World,Early Access,Choose Your Own Adventure,Sandbox,Historical","Adventure,Indie,Strategy,Early Access",$19.99,
Heat Signature,"Very Positive,(3,340),- 93% of the 3,340 user reviews for this game are positive.","Space,Indie,Stealth,Rogue-like,Action,Top-Down,Strategy,Sci-fi,Procedural Generation,Singleplayer,Real-Time with Pause,Rogue-lite,Adventure,2D,Top-Down Shooter,Perma Death,Tactical,Open World,Bullet Time,Great Soundtrack","Action,Adventure,Indie,Strategy",$14.99,$22.47
MY HERO ONE'S JUSTICE,"Very Positive,(667),- 81% of the 667 user reviews for this game are positive.","Anime,Action,Fighting,Multiplayer,Superhero,Character Customization,Singleplayer,Heist",Action,$59.99,
Puzzle Pirates,"Very Positive,(1,210),- 80% of the 1,210 user reviews for this game are positive.","Free to Play,Massively Multiplayer,Puzzle,Pirates,Casual,Adventure,Strategy,Multiplayer,Co-op,2D,RPG","Adventure,Casual,Free to Play,Massively Multiplayer,Strategy",Free to Play,
Project Arrhythmia,"Positive,(16),- 93% of the 16 user reviews for this game are positive.","Early Access,Action,Early Access,Indie,Adventure,Music,Bullet Hell,Rhythm","Action,Adventure,Indie,Early Access",$11.99,$10.79
Puyo Puyo™Tetris®,"Mostly Positive,(1,801),- 79% of the 1,801 user reviews for this game are positive.","Puzzle,Competitive,Casual,Multiplayer,Cute,Anime,Action,Colorful,Local Multiplayer,Great Soundtrack,Arcade,4 Player Local,Female Protagonist,2D,Classic,Funny,Fighting,Horror,Difficult","Action,Casual",$19.99,
SoulWorker - Anime Action MMO,"Mostly Positive,(8,132),- 75% of the 8,132 user reviews for this game are positive.","Anime,Free to Play,MMORPG,Massively Multiplayer,RPG,Action,Hack and Slash,Sexual Content,Multiplayer,Nudity,JRPG,Online Co-Op,Character Customization,Open World,Co-op,Psychological Horror,Female Protagonist,Mature,Singleplayer,Controller","Action,Free to Play,Massively Multiplayer,RPG",Free to Play,
Ashes of the Singularity: Escalation Gold,,,"Indie,Simulation,Strategy,RPG",,$38.31
Pinball FX3,"Mostly Positive,(1,024),- 79% of the 1,024 user reviews for this game are positive.","Pinball,Simulation,Arcade,Casual,Free to Play",Simulation,$269.69,$23.97
Katamari Damacy REROLL,"Very Positive,(575),- 88% of the 575 user reviews for this game are positive.","Casual,Great Soundtrack,Action,Surreal,Colorful,Classic,Singleplayer,Comedy,Funny,Puzzle,Cute,Family Friendly,Anime,Psychological Horror","Action,Casual",$29.99,
SUPER DRAGON BALL HEROES WORLD MISSION,"Very Positive,(272),- 84% of the 272 user reviews for this game are positive.","Strategy,Card Game,Anime,Multiplayer,Fighting",Strategy,$59.99,
Ultimate Fishing Simulator,"Very Positive,(1,250),- 84% of the 1,250 user reviews for this game are positive.","Simulation,Fishing,Sports,Casual,Singleplayer,Realistic,Online Co-Op,Open World,Action,First-Person,Relaxing,Early Access,Exploration,Atmospheric,Massively Multiplayer,Arcade,Family Friendly,Indie,Co-op,Sandbox","Casual,Simulation,Sports",$19.99,$27.96
WARRIORS OROCHI 4 - 無双OROCHI３,"Very Positive,(1,570),- 83% of the 1,570 user reviews for this game are positive.","Action,Hack and Slash,Anime,Co-op,Female Protagonist,Singleplayer",Action,$59.99,
Foxhole,"Mostly Positive,(7,084),- 79% of the 7,084 user reviews for this game are positive.","Early Access,Strategy,Massively Multiplayer,World War II,War,Multiplayer,Action,Military,Sandbox,Team-Based,Early Access,Top-Down Shooter,Shooter,Indie,Base Building,Tactical,Open World,RPG,Co-op,Crafting","Action,Indie,Massively Multiplayer,RPG,Strategy,Early Access",$19.99,
