name,all_reviews,popular_tags,genre,original_price,discount_price
Tropico 6,"Very Positive,(3,385),- 84% of the 3,385 user reviews for this game are positive.","City Builder,Strategy,Economy,Simulation,Management,Sandbox,Politics,Multiplayer,Building,Political,Singleplayer,Casual,Open World,Choices Matter,Multiple Endings,Story Rich,Rogue-like,Destruction,Memes,Funny","Simulation,Strategy",$49.99,
theHunter: Call of the Wild™,"Mostly Positive,(17,470),- 78% of the 17,470 user reviews for this game are positive.","Hunting,Open World,Multiplayer,Simulation,Adventure,Realistic,FPS,First-Person,Survival,Co-op,Singleplayer,Shooter,Walking Simulator,Atmospheric,Sports,Online Co-Op,Action,Strategy,Gore,Stealth","Adventure,Simulation,Sports",$19.99,$39.97
Prey,"Very Positive,(11,786),- 88% of the 11,786 user reviews for this game are positive.","Sci-fi,Space,Atmospheric,Singleplayer,FPS,Horror,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Adventure,Open World,Survival Horror,Stealth,RPG,Psychological Horror,Great Soundtrack,Immersive Sim","Action,Adventure",$29.99,$14.99
Tabletop Simulator,"Very Positive,(8,785),- 93% of the 8,785 user reviews for this game are positive.","Board Game,Simulation,Multiplayer,Sandbox,Card Game,Physics,Casual,Moddable,Strategy,Indie,RPG,Chess,Online Co-Op,Co-op,Masterpiece,VR,Singleplayer,Comedy,Relaxing,Adventure","Casual,Indie,RPG,Simulation,Strategy",$19.99,
Outward,"Mostly Positive,(3,399),- 70% of the 3,399 user reviews for this game are positive.","RPG,Open World,Survival,Co-op,Fantasy,Online Co-Op,Adventure,Local Co-Op,Singleplayer,Souls-like,Exploration,Split Screen,Third Person,Atmospheric,Violent,Difficult,Resource Management,Realistic,Multiplayer,Moddable",RPG,$39.99,
Thronebreaker: The Witcher Tales,"Very Positive,(2,922),- 87% of the 2,922 user reviews for this game are positive.","Card Game,Adventure,RPG,Story Rich,Singleplayer,Female Protagonist,Strategy,Choices Matter,Isometric,Great Soundtrack,Fantasy,Open World,Mature,Puzzle,Atmospheric,Dark Fantasy,Multiplayer","Adventure,RPG",$29.99,$14.99
Beat Saber - Imagine Dragons Music Pack,,,Indie,,$12.90
Paladins®,"Very Positive,(204,137),- 83% of the 204,137 user reviews for this game are positive.","Free to Play,Multiplayer,FPS,Shooter,Team-Based,Action,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Early Access,Strategy,Co-op,Massively Multiplayer,Funny,Adventure,Survival,Anime,Memes","Action,Free to Play",Free to Play,
FIVE NIGHTS AT FREDDY'S VR: HELP WANTED,"Very Positive,(441),- 97% of the 441 user reviews for this game are positive.","Horror,VR,Survival Horror,First-Person,Robots,Singleplayer,Action,Dark,Atmospheric,Psychological Horror,Survival,Difficult,Puzzle,Casual,Indie,Strategy,Story Rich,Funny,Adventure,Family Friendly","Action,Casual",$29.99,
Screencheat,"Very Positive,(474),- 92% of the 474 user reviews for this game are positive.","Split Screen,FPS,Local Multiplayer,Multiplayer,Action,Indie,4 Player Local,Controller,Funny,Local Co-Op,First-Person,Shooter,Comedy,Great Soundtrack,Arena Shooter","Action,Indie",$14.99,$4.64
Space Engineers,"Very Positive,(51,814),- 87% of the 51,814 user reviews for this game are positive.","Space,Sandbox,Building,Multiplayer,Simulation,Survival,Open World,Physics,Crafting,Destruction,Co-op,Indie,Futuristic,Sci-fi,Singleplayer,Action,Early Access,Strategy,Adventure,Atmospheric","Action,Indie,Simulation,Strategy",$19.99,$23.78
Ideology in Friction,"Very Positive,(155),- 90% of the 155 user reviews for this game are positive.","Nudity,RPG,Sexual Content,Indie,Female Protagonist,RPGMaker,Anime,Multiple Endings,JRPG,Memes","Indie,RPG",$24.99,$17.49
Sid Meier's Civilization® V,"Overwhelmingly Positive,(83,973),- 95% of the 83,973 user reviews for this game are positive.","Turn-Based Strategy,Strategy,Turn-Based,Multiplayer,Historical,4X,Addictive,Singleplayer,Hex Grid,Grand Strategy,Replay Value,Co-op,Tactical,Economy,Diplomacy,Moddable,Masterpiece,Simulation,Classic,Great Soundtrack",Strategy,$29.99,$134.95
Pathfinder: Kingmaker,"Mostly Positive,(6,709),- 70% of the 6,709 user reviews for this game are positive.","RPG,Fantasy,CRPG,Singleplayer,Story Rich,Isometric,Character Customization,Choices Matter,Party-Based RPG,Adventure,Sexual Content,Real-Time with Pause,Strategy,Gore,Medieval,Dungeons & Dragons,Female Protagonist,Masterpiece,Nudity,Early Access",RPG,$39.99,
Age of Empires II HD,"Very Positive,(46,206),- 94% of the 46,206 user reviews for this game are positive.","Strategy,RTS,Medieval,Multiplayer,Classic,Historical,Base Building,City Builder,Resource Management,Singleplayer,Tactical,Real-Time,Co-op,Competitive,Masterpiece,Replay Value,Remake,2D,Action,Isometric",Strategy,$19.99,$39.96
Blade and Sorcery,"Very Positive,(1,746),- 87% of the 1,746 user reviews for this game are positive.","Early Access,VR,Gore,Action,Violent,Early Access,Simulation,RPG,Adventure,Indie,Swordplay,First-Person,Magic","Action,Adventure,Indie,RPG,Simulation,Early Access",$19.99,
Borderlands Game of the Year,"Very Positive,(15,083),*,- 93% of the 15,083 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","FPS,Co-op,RPG,Action,Loot,Shooter,Online Co-Op,First-Person,Open World,Comedy,Multiplayer,Sci-fi,Post-apocalyptic,Singleplayer,Action RPG,Funny,Dark Humor,Adventure,Gore,Local Co-Op","Action,RPG",$29.99,$20.09
Destiny 2,,"FPS,Multiplayer,Sci-fi,Great Soundtrack,MMORPG,Action,Online Co-Op,Loot,Adventure,Space,First-Person,Shooter,Lore-Rich,Co-op,Massively Multiplayer,Open World,Masterpiece,Atmospheric,Free to Play,Singleplayer","Action,Adventure",$34.99,
Raft,"Mostly Positive,(13,413),- 78% of the 13,413 user reviews for this game are positive.","Early Access,Survival,Multiplayer,Crafting,Co-op,Open World,Building,Adventure,Base Building,Sandbox,Early Access,Online Co-Op,First-Person,Singleplayer,Underwater,Simulation,Indie,Action,Strategy,Massively Multiplayer","Adventure,Indie,Simulation,Early Access",$19.99,
Factorio,"Overwhelmingly Positive,(38,652),- 98% of the 38,652 user reviews for this game are positive.","Early Access,Base Building,Resource Management,Sandbox,Crafting,Strategy,Survival,Multiplayer,Open World,Management,Co-op,Early Access,Moddable,Trains,Singleplayer,Simulation,Automation,Indie,Sci-fi,Aliens","Casual,Indie,Simulation,Strategy,Early Access",$30.00,
Total War: WARHAMMER,"Mostly Positive,(23,366),- 75% of the 23,366 user reviews for this game are positive.","Strategy,Fantasy,RTS,War,Turn-Based Strategy,Games Workshop,Grand Strategy,Multiplayer,Tactical,Dark Fantasy,Singleplayer,Action,Turn-Based,Atmospheric,Co-op,Story Rich,Open World,RPG,Gore,Warhammer 40K","Action,Strategy",$59.99,
Crypt of the NecroDancer,"Overwhelmingly Positive,(13,069),- 96% of the 13,069 user reviews for this game are positive.","Rhythm,Rogue-like,Great Soundtrack,Pixel Graphics,Dungeon Crawler,Indie,Female Protagonist,Difficult,Music,Local Co-Op,RPG,Rogue-lite,Action,2D,Procedural Generation,Singleplayer,Co-op,Adventure,Fantasy,Retro","Action,Indie,RPG",$14.99,$2.99
Garry's Mod,"Overwhelmingly Positive,(310,394),- 95% of the 310,394 user reviews for this game are positive.","Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Simulation,Physics,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure","Indie,Simulation",$9.99,
Brawlhalla,"Very Positive,(90,153),- 83% of the 90,153 user reviews for this game are positive.","Free to Play,Multiplayer,Fighting,2D,2D Fighter,Action,Local Multiplayer,Platformer,Co-op,Controller,Online Co-Op,Local Co-Op,4 Player Local,Beat 'em up,Indie,Singleplayer,Massively Multiplayer,Early Access,Survival,Adventure","Action,Free to Play,Indie",Free to Play,
The Elder Scrolls V: Skyrim VR,"Very Positive,(2,137),- 80% of the 2,137 user reviews for this game are positive.","RPG,Open World,VR,Singleplayer,Adventure,Fantasy,Magic,Memes,Action,First-Person,Dragons,Great Soundtrack,Exploration,Moddable,Story Rich,Character Customization,Atmospheric,Sexual Content,Stealth,Walking Simulator",RPG,$59.99,$38.99
Void Bastards,"Very Positive,(728),- 82% of the 728 user reviews for this game are positive.","FPS,Action,Strategy,Rogue-lite,First-Person,Procedural Generation,Rogue-like,Violent,Gore,Shooter,Sci-fi,Comic Book,Space,Singleplayer,Indie,Immersive Sim","Action,Strategy",$29.99,$34.98
World of Warships,"Mostly Positive,(14,265),- 71% of the 14,265 user reviews for this game are positive.","Free to Play,Naval,World War II,Multiplayer,PvP,Massively Multiplayer,Strategy,Action,War,Online Co-Op,Team-Based,Simulation,Shooter,Tactical,Military,Realistic,Co-op,PvE,World War I,Historical","Action,Free to Play,Massively Multiplayer,Simulation",Free to Play,
Coming Out on Top,"Very Positive,(358),- 94% of the 358 user reviews for this game are positive.","Sexual Content,Nudity,Dating Sim,NSFW,Mature,Visual Novel,Romance,Choices Matter,Simulation,Indie,Casual,Multiple Endings,Memes,Psychological Horror,Singleplayer,Story Rich,Funny,Comedy,Great Soundtrack,Horror","Casual,Indie,Simulation",$14.99,$7.49
Tom Clancy's Ghost Recon® Wildlands,"Mostly Positive,(28,513),- 74% of the 28,513 user reviews for this game are positive.","Open World,Shooter,Action,Co-op,Multiplayer,Tactical,Stealth,Third-Person Shooter,Military,Singleplayer,FPS,Third Person,Adventure,Online Co-Op,Strategy,Survival,Sandbox,First-Person,Atmospheric,PvP","Action,Adventure",$49.99,
Farming Simulator 19,"Mostly Positive,(6,474),- 76% of the 6,474 user reviews for this game are positive.","Simulation,Agriculture,Multiplayer,Realistic,Singleplayer,Driving,Open World,Management,Resource Management,Moddable,Co-op,Relaxing,First-Person,Online Co-Op,Atmospheric,Family Friendly,Strategy,Economy,Casual,Adventure",Simulation,$34.99,
Don't Starve Together,"Overwhelmingly Positive,(70,020),- 96% of the 70,020 user reviews for this game are positive.","Survival,Multiplayer,Co-op,Open World,Adventure,Crafting,Online Co-Op,Sandbox,Difficult,Indie,2D,Funny,Atmospheric,Survival Horror,Strategy,Horror,Singleplayer,Action,Rogue-like,Simulation","Adventure,Indie,Simulation",$14.99,$28.09
Crusader Kings II,"Very Positive,(21,046),- 90% of the 21,046 user reviews for this game are positive.","Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op","RPG,Simulation,Strategy",$39.99,$74.64
Conan Exiles,"Mixed,(24,605),- 69% of the 24,605 user reviews for this game are positive.","Survival,Open World,Crafting,Building,Nudity,Multiplayer,Sandbox,RPG,Massively Multiplayer,Action,Violent,Adventure,Exploration,Online Co-Op,Gore,PvP,Co-op,Singleplayer,Fantasy,Early Access","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",$39.99,$29.96
Barotrauma,"Mostly Positive,(571),- 76% of the 571 user reviews for this game are positive.","Early Access,Multiplayer,Early Access,Survival,Submarine,Co-op,2D,Simulation,Indie,Underwater,Action,Sci-fi,Strategy,Violent,Survival Horror,Gore,Difficult,Singleplayer,Management,Dark Humor","Action,Indie,Simulation,Strategy,Early Access",$29.99,$25.49
Totally Accurate Battle Simulator,"Very Positive,(4,787),- 92% of the 4,787 user reviews for this game are positive.","Early Access,Simulation,Funny,Sandbox,War,Strategy,Singleplayer,Action,Physics,Comedy,Medieval,Indie,Casual,Memes,Adventure,Realistic,Difficult,Early Access,1980s,Fighting","Indie,Simulation,Strategy,Early Access",$14.99,
Borderlands 2 Game of the Year,,,"Action,RPG",$39.99,$8.79
Call of Duty®: Black Ops III,"Mixed,(23,982),- 64% of the 23,982 user reviews for this game are positive.","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Illuminati,Futuristic,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,Open World","Action,Adventure",1.020,$906.48
Planet Zoo,,"Simulation,Strategy,Management,Sandbox,Building,Singleplayer,Funny,Family Friendly","Simulation,Strategy",$44.99,
Wolfenstein II: The New Colossus,"Mixed,(9,311),- 69% of the 9,311 user reviews for this game are positive.","Action,FPS,Gore,Violent,Alternate History,Singleplayer,First-Person,Shooter,Story Rich,World War II,Nudity,Atmospheric,Comedy,Sci-fi,Stealth,Adventure,Dystopian,Great Soundtrack,Open World,Illuminati",Action,$59.99,$29.99
Kingdom Come: Deliverance,"Mostly Positive,(27,512),- 74% of the 27,512 user reviews for this game are positive.","Medieval,RPG,Open World,Realistic,Singleplayer,Historical,First-Person,Story Rich,Adventure,Swordplay,Choose Your Own Adventure,Action,Choices Matter,Atmospheric,Nudity,Horses,Great Soundtrack,Kickstarter,Indie,Crowdfunded","Action,Adventure,RPG",$29.99,$97.99
Star Trek Online,"Mostly Positive,(10,144),- 75% of the 10,144 user reviews for this game are positive.","Free to Play,Sci-fi,Space,Massively Multiplayer,RPG,MMORPG,Open World,Action,Multiplayer,Character Customization,Third Person,Adventure,PvP,PvE,Singleplayer,Co-op,Online Co-Op,Strategy,Tactical,Action RPG","Free to Play,Massively Multiplayer,RPG",Free to Play,
Bloodstained: Ritual of the Night,,"Metroidvania,RPG,Action,Female Protagonist,Anime,Adventure,Side Scroller,Platformer,2.5D,Multiplayer,Great Soundtrack,Crafting,Gothic,Dark Fantasy,Exploration,2D,Co-op,Nudity,Casual,Survival","Action,Adventure,RPG",$39.99,$35.99
The Forest,"Very Positive,(101,595),- 92% of the 101,595 user reviews for this game are positive.","Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies","Action,Adventure,Indie,Simulation",$19.99,
Planet Coaster,"Very Positive,(20,758),- 87% of the 20,758 user reviews for this game are positive.","Simulation,Building,Management,Sandbox,Singleplayer,Strategy,Family Friendly,Great Soundtrack,Realistic,Funny,Open World,Atmospheric,Casual,Economy,Base Building,Colorful,Multiplayer,Adventure,First-Person,Action","Simulation,Strategy",$44.99,$320.94
Overcooked! 2,"Very Positive,(4,669),- 81% of the 4,669 user reviews for this game are positive.","Multiplayer,Online Co-Op,Local Co-Op,Co-op,Funny,Casual,Indie,4 Player Local,Action,Family Friendly,Controller,Local Multiplayer,Comedy,Cute,Singleplayer,Simulation,Difficult,Strategy,Colorful,Great Soundtrack","Action,Casual,Indie",$24.99,$18.74
Dishonored 2,"Very Positive,(14,274),- 80% of the 14,274 user reviews for this game are positive.","Stealth,First-Person,Action,Assassin,Singleplayer,Steampunk,Atmospheric,Story Rich,Female Protagonist,Magic,Parkour,Supernatural,Adventure,Open World,Great Soundtrack,Exploration,Gore,Heist,Dystopian,Immersive Sim",Action,$39.99,$19.99
FINAL FANTASY XIV Online Complete Edition (NA),,,"Massively Multiplayer,RPG",,$59.98
Warhammer: Vermintide 2,"Mostly Positive,(22,740),- 75% of the 22,740 user reviews for this game are positive.","Co-op,First-Person,Hack and Slash,Gore,Multiplayer,Online Co-Op,Dark Fantasy,Violent,Action,Fantasy,PvE,Games Workshop,Atmospheric,Action RPG,FPS,Survival,Singleplayer,Adventure,Open World,Indie",Action,$29.99,
Mortal Kombat 11,"Mixed,(6,842),- 59% of the 6,842 user reviews for this game are positive.","Fighting,Gore,Violent,Blood,Multiplayer,Action,2D Fighter,Mature,Competitive,Singleplayer,Character Customization,Story Rich,Local Multiplayer,Atmospheric,Great Soundtrack,2.5D,Arcade,Cute,Horror,Sexual Content",Action,$59.99,$79.98
Squad,"Very Positive,(21,514),- 83% of the 21,514 user reviews for this game are positive.","Early Access,Military,FPS,Realistic,Multiplayer,Tactical,Shooter,War,Team-Based,Action,First-Person,Strategy,Early Access,Simulation,Open World,Co-op,Massively Multiplayer,Atmospheric,Walking Simulator,Indie","Action,Indie,Strategy,Early Access",$39.99,
Terraria,"Overwhelmingly Positive,(201,266),- 96% of the 201,266 user reviews for this game are positive.","Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly","Action,Adventure,Indie,RPG",$9.99,
Cooking Simulator,"Mostly Positive,(1,174),- 75% of the 1,174 user reviews for this game are positive.","Simulation,Realistic,Singleplayer,Indie,Casual,Physics,Funny,Sandbox,First-Person,Family Friendly,Management,Relaxing,Action,Economy,Replay Value,Crafting,Comedy,Memes,Resource Management,Hack and Slash","Casual,Indie,Simulation",$19.99,$33.98
Kerbal Space Program,"Very Positive,(44,559),- 90% of the 44,559 user reviews for this game are positive.","Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Singleplayer,Open World,Exploration,Funny,Sci-fi,Difficult,Adventure,Replay Value,Strategy,Comedy","Indie,Simulation",$39.99,$59.47
DOOM Eternal,,"Gore,Violent,Action,FPS,Great Soundtrack,Demons,Singleplayer,First-Person,Fast-Paced,Multiplayer,Shooter,Sci-fi,Masterpiece,Atmospheric,Story Rich,Post-apocalyptic,Horror,Adventure,Blood,Mature",Action,$59.99,
Hearts of Iron IV,"Very Positive,(30,585),- 86% of the 30,585 user reviews for this game are positive.","Strategy,World War II,Grand Strategy,Historical,War,Military,Alternate History,Multiplayer,Real-Time with Pause,Simulation,Tactical,Singleplayer,RTS,Diplomacy,Sandbox,Co-op,Great Soundtrack,Open World,Action,Casual","Simulation,Strategy",$39.99,$94.45
Assassin's Creed® Odyssey,"Very Positive,(21,600),- 81% of the 21,600 user reviews for this game are positive.","Open World,RPG,Assassin,Singleplayer,Action,Historical,Adventure,Stealth,Story Rich,Third Person,Parkour,Female Protagonist,Sexual Content,Choices Matter,Violent,Atmospheric,Great Soundtrack,Nudity,Multiplayer,Gore","Action,Adventure,RPG",$59.99,
Touhou Luna Nights,"Overwhelmingly Positive,(3,416),- 97% of the 3,416 user reviews for this game are positive.","Metroidvania,2D,Pixel Graphics,Female Protagonist,Action,Anime,Indie,Great Soundtrack,Faith,Platformer,Singleplayer,Time Manipulation,Adventure,Cute,Side Scroller,Exploration,Action-Adventure,Beat 'em up,Controller,Early Access","Action,Adventure,Indie",$17.99,$13.49
SMITE®,"Mostly Positive,(44,074),- 79% of the 44,074 user reviews for this game are positive.","Free to Play,MOBA,Multiplayer,Third Person,Action,Mythology,Team-Based,Competitive,Strategy,PvP,Co-op,Massively Multiplayer,e-sports,RPG,MMORPG,Adventure,Funny,Survival,Casual,Nudity","Action,Free to Play",Free to Play,
RimWorld,"Overwhelmingly Positive,(31,754),- 97% of the 31,754 user reviews for this game are positive.","Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,Open World,Sci-fi,Crafting,Moddable,2D,Indie,Atmospheric,Great Soundtrack,Space,Early Access,Action,Pixel Graphics","Indie,Simulation,Strategy",$34.99,
Stardew Valley,"Overwhelmingly Positive,(104,530),- 96% of the 104,530 user reviews for this game are positive.","RPG,Pixel Graphics,Agriculture,Simulation,Relaxing,Crafting,Multiplayer,Sandbox,Indie,Building,Singleplayer,Casual,Great Soundtrack,2D,Open World,Cute,Fishing,Atmospheric,Dating Sim,Retro","Indie,RPG,Simulation",$14.99,
ARK: Survival Evolved,"Mixed,(168,982),- 69% of the 168,982 user reviews for this game are positive.","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie","Action,Adventure,Indie,Massively Multiplayer,RPG",$49.99,$90.23
DARK SOULS™ II: Scholar of the First Sin,"Very Positive,(20,901),- 85% of the 20,901 user reviews for this game are positive.","Dark Fantasy,RPG,Difficult,Third Person,Action,Atmospheric,Action RPG,Co-op,Character Customization,Multiplayer,Fantasy,Adventure,Medieval,Dark,Singleplayer,Souls-like,Lore-Rich,PvP,Story Rich,Remake","Action,RPG",$39.99,$9.99
Hunt Showdown,"Mostly Positive,(22,330),- 76% of the 22,330 user reviews for this game are positive.","Early Access,Multiplayer,Horror,First-Person,Online Co-Op,Survival,Shooter,Western,Zombies,Survival Horror,FPS,Early Access,PvP,Co-op,Action,Perma Death,Open World,Gore,Team-Based,Violent","Action,Early Access",$29.99,$23.99
OCTOPATH TRAVELER™,"Mostly Positive,(447),- 74% of the 447 user reviews for this game are positive.","Story Rich,Singleplayer,RPG,JRPG,Strategy,Multiple Endings,Choices Matter,Management,Turn-Based,Casual,Pixel Graphics,Simulation,Sandbox,Great Soundtrack,Open World,Adventure,Turn-Based Combat,2.5D",RPG,$59.99,
Arma 3,"Very Positive,(81,705),- 89% of the 81,705 user reviews for this game are positive.","Military,Simulation,Multiplayer,Realistic,Open World,Tactical,FPS,War,Action,Strategy,Sandbox,Shooter,Co-op,Moddable,Online Co-Op,Team-Based,Third-Person Shooter,First-Person,Singleplayer,TrackIR","Action,Simulation,Strategy",$57.98,$35.86
MONSTER HUNTER: WORLD,"Mixed,(62,030),- 68% of the 62,030 user reviews for this game are positive.","Hunting,Co-op,Multiplayer,Action,Open World,RPG,Third Person,Adventure,Fantasy,Character Customization,Difficult,Action RPG,Singleplayer,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like",Action,$59.99,$70.48
American Truck Simulator West Coast Bundle,,,"Indie,Simulation",,$34.26
Sekiro™: Shadows Die Twice,"Very Positive,(18,794),- 86% of the 18,794 user reviews for this game are positive.","Souls-like,Difficult,Action,Singleplayer,Ninja,Stealth,Third Person,Adventure,Atmospheric,Violent,Dark Fantasy,Story Rich,Assassin,Great Soundtrack,Open World,Gore,Hack and Slash,RPG,Dark,Rhythm","Action,Adventure",$59.99,
SpaceEngine,"Overwhelmingly Positive,(699),- 96% of the 699 user reviews for this game are positive.","Early Access,Simulation,Space,Indie,Science,Early Access,Exploration,Space Sim,Casual,Open World,Education,VR,Atmospheric,Sandbox,Physics,Singleplayer,Procedural Generation","Casual,Indie,Simulation,Early Access",$24.99,$18.74
Cyberpunk 2077,,"Cyberpunk,Masterpiece,Open World,RPG,Futuristic,Story Rich,Singleplayer,First-Person,Sci-fi,Nudity,Mature,FPS,Action,Sexual Content,Atmospheric,Violent,Great Soundtrack,Action RPG,Adventure,Dating Sim",RPG,$59.99,
Dying Light Enhanced Edition,,,"Action,RPG",$59.99,$17.99
Divinity: Original Sin 2 - Definitive Edition,"Very Positive,(41,391),- 94% of the 41,391 user reviews for this game are positive.","RPG,Story Rich,Turn-Based,Co-op,Fantasy,Character Customization,Open World,Adventure,Turn-Based Combat,Strategy,Multiplayer,Singleplayer,CRPG,Great Soundtrack,Turn-Based Tactics,Party-Based RPG,Atmospheric,Isometric,Indie,Female Protagonist","Adventure,RPG,Strategy",$44.99,
Risk of Rain 2,"Very Positive,(16,312),- 94% of the 16,312 user reviews for this game are positive.","Early Access,Rogue-like,Co-op,Multiplayer,Early Access,Third-Person Shooter,Online Co-Op,Action,Great Soundtrack,Rogue-lite,Loot,Indie,Survival,Difficult,Bullet Hell,Third Person,Singleplayer,3D,Sci-fi,Local Co-Op","Action,Indie,Early Access",$19.99,
Team Fortress 2,"Very Positive,(553,458),- 93% of the 553,458 user reviews for this game are positive.","Free to Play,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting,Moddable","Action,Free to Play",Free to Play,$65.70
House Flipper,"Mostly Positive,(8,863),- 78% of the 8,863 user reviews for this game are positive.","Simulation,Building,Singleplayer,Realistic,Design & Illustration,Relaxing,First-Person,Casual,Indie,Destruction,Family Friendly,Economy,Sandbox,Management,Base Building,Education,Strategy,Multiplayer,Memes,VR","Indie,Simulation",$19.99,$31.48
Trover Saves the Universe,"Very Positive,(389),- 87% of the 389 user reviews for this game are positive.","Indie,Adventure,Action,Comedy,VR,3D Platformer,Dark Humor,Singleplayer,Funny","Action,Adventure,Indie",$29.99,
Beat Saber,"Very Positive,(12,027),- 93% of the 12,027 user reviews for this game are positive.","VR,Rhythm,Music,Great Soundtrack,Indie,Fast-Paced,Singleplayer,Moddable,First-Person,Difficult,Sports,Action,Early Access,Swordplay,Star Wars,Memes,Multiplayer,Anime,Music-Based Procedural Generation,Horror",Indie,$29.99,$39.89
War Thunder,"Mostly Positive,(107,537),- 78% of the 107,537 user reviews for this game are positive.","Free to Play,World War II,Multiplayer,Simulation,War,Tanks,Flight,Military,Massively Multiplayer,Action,Realistic,Historical,Team-Based,Shooter,Strategy,Co-op,Arcade,FPS,Open World,TrackIR","Action,Free to Play,Massively Multiplayer,Simulation",Free to Play,
Dead by Daylight,"Mostly Positive,(138,492),- 76% of the 138,492 user reviews for this game are positive.","Horror,Survival Horror,Multiplayer,Co-op,Survival,Stealth,Gore,Online Co-Op,Blood,Third Person,Team-Based,Atmospheric,Action,Violent,Psychological Horror,First-Person,Strategy,Comedy,Mature,Difficult",Action,$19.99,$24.48
Dying Light,"Very Positive,(61,962),- 92% of the 61,962 user reviews for this game are positive.","Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Shooter,Singleplayer,RPG,Stealth,Sandbox","Action,RPG",$39.99,$13.59
Borderlands: The Pre-Sequel,"Very Positive,(13,436),*,- 80% of the 13,436 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","Co-op,FPS,Action,Comedy,Loot,RPG,Open World,Multiplayer,Shooter,Funny,Online Co-Op,First-Person,Space,Adventure,Sci-fi,Action RPG,Singleplayer,Memes,Atmospheric,Masterpiece","Action,RPG",$39.99,$11.99
BATTALION 1944,"Mixed,(8,984),- 57% of the 8,984 user reviews for this game are positive.","FPS,World War II,Action,Multiplayer,Competitive,Shooter,War,Early Access,Massively Multiplayer,First-Person,Singleplayer,Military,Violent,Tactical,Arcade,Co-op,Gore,Survival,Fast-Paced,Strategy","Action,Massively Multiplayer",$19.99,$15.99
Cities: Skylines,"Very Positive,(55,276),- 91% of the 55,276 user reviews for this game are positive.","City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Realistic,Mod,Replay Value,Casual,Family Friendly,Modern,Real-Time with Pause,Great Soundtrack,Funny,Action","Simulation,Strategy",$29.99,$55.76
Stellaris,"Mostly Positive,(33,954),- 77% of the 33,954 user reviews for this game are positive.","Space,Strategy,Grand Strategy,Sci-fi,4X,Real-Time with Pause,Exploration,Multiplayer,RTS,Singleplayer,Replay Value,Great Soundtrack,Simulation,Moddable,Sandbox,Atmospheric,Open World,Story Rich,Building,Adventure","Simulation,Strategy",$39.99,$71.97
American Truck Simulator,"Very Positive,(21,177),- 92% of the 21,177 user reviews for this game are positive.","Simulation,Driving,Open World,America,Realistic,Multiplayer,Singleplayer,Relaxing,Moddable,First-Person,Exploration,Atmospheric,Economy,Adventure,Casual,Family Friendly,Management,Indie,Third Person,Action","Indie,Simulation",$19.99,$34.26
Sid Meier’s Civilization® VI,"Mixed,(38,130),- 67% of the 38,130 user reviews for this game are positive.","Strategy,Turn-Based Strategy,Historical,Multiplayer,Turn-Based,Singleplayer,4X,Grand Strategy,War,Simulation,Tactical,Great Soundtrack,Moddable,Online Co-Op,City Builder,Co-op,Management,Hex Grid,Building,Atmospheric",Strategy,$59.99,$29.58
